client_id,probability
002218c52073faaf23bb26df2cffb138,0.7623729262424548
0069d4050c7aeb341317e2e125e8fd2e,0.36348330022632436
0083fb89aea18c408a5534cdd38d7692,0.33342583529954234
014021fa559786c81e9e1d48d378aabb,0.7884521899245919
01759f92152bbb3de79f9493a4a5cd6d,0.4478554369775417
019b5770a0126c8e9653024d90c24a47,0.15987929352059935
01cdd2938bb35672179f413d33eff98c,0.6148745016229581
01d3775fb2681e22e24e2824207ff773,0.2624827599390802
0232d0facd3282f8317b16a1fa7a332f,0.5460654247278222
0238142546a9e0b4ef8a14b769a3780b,0.5666577608586766
0255393cde0896506f6e9f43c13218de,0.22698065036097778
026568b7a3cd99d2aaab3597911253a9,0.24436781732564544
02c38e5b3990448f6f1febd6185255ec,0.08836247470044932
035f8387d2dea7bda47401725835d896,0.6661327319770192
038506db89c32294c008fae5c1df4e22,0.6374393078049173
03eb714e5f1783667ce3d442661b2229,0.5908620334247082
03efb0f0c95daa0b02cabf04679088a4,0.49658171314511457
0433dca07ab24e4637ae6e2623743fa7,0.1656860566816266
04c612cce1088d68cdc96b7daddfde8b,0.613174114465606
04e889ad08182788e9aa9a24781cfcc3,0.07928416894731088
04f8166edf36837eed65872549e34276,0.22655660547745107
053e23227360c3dc193644ab67649479,0.8731790652974057
056ffeb0a7354fc63466fde5bd97bc53,0.9185296732224744
06fbfdd5130e86ba92dc8227c9ab576f,0.4189989851930219
0708aafb59be1c5883f828d93c3d4554,0.039480978967439
07133675964764ae7b4e3bab62775fff,0.7788707912793125
07e030daed7a613f440d1b063a267355,0.08479524197680638
07fe858d26127b0050538f98f555d151,0.404153670341005
081cac1126d838e9451ae8e38ef0838c,0.8402979590345271
088304f0972a4118cdb8e54a59054d52,0.8216435176911754
090d8a7ec72583bd43d2d4708ba8f3dd,0.8734383727385855
09101afc651d96df1772d9d7b08cba2a,0.38652096753006376
095c222474bfafda68236758964916a4,0.7662794674331793
09f496253c803fb33d4fa167c7f16b50,0.685669258425553
0a42d72d5f8e633bce3ad88283e35b32,0.34777580599855235
0ac0c7fa0e14e7c7827ef1818ae2ca66,0.22781678057983346
0adbac13d3e75dccbea5ff1c03a0afe5,0.960979403563016
0ae081b41c51d1780f252a11fcb14e83,0.0074634889047439324
0af41dd557bf452cbdc9b8ff81bd7230,0.4001288383880776
0b7ef654415c3835a7f46c45537da5d6,0.11246419070941616
0c60effea5218f9676283ad9062ad6c5,0.22752403868746385
0c73c310fa2f1b5279f20c5300f2b925,0.3206601322829788
0c90c478230fcb43ea7492c9f604c1b5,0.030658440852432342
0d11f81b16275479b3745c41e5817431,0.22030425296452583
0d771c2e252240c59858f288fff87907,0.6643598280916547
0d7c26c7028463f9d8a039c432265a98,0.20404276733873922
0d90133f20d690f9dcceef85c545a743,0.007440376680135368
0ddf9a8778d93b887117be12ab67f71f,0.322523444403654
0e3849ad5378657bbea97057b6cbdca6,0.7128680930718407
0e463cde765c6226d417f78e05e10c4f,0.6202274199606906
0ef1908e7689a3783e650d320b3de76d,0.0680017738080918
0f5c62682963a712c12ae4e4c23d6e63,0.24464682175088545
0f82dcefeed6e30f0a382f66b7db88c7,0.3570962930596403
0f970f7a111d92e82e153ccef9d56eb9,0.09098094364062546
0fad4cc0bad65ff0394a4e20bb8e2b27,0.6429949437193818
0ff0fe649132037f6f5bdcb4084dc154,0.0777477154213231
103d968a05e81dc8150b525e31da4035,0.7473118370255536
10c378ecadfdab85149fbffcf2202db9,0.15558707740382177
10d96802d37bd222b0cdfc269cb5da76,0.6310611042790574
110c752138e8039d919bc4733be894fb,0.31878178213494973
11656f3e839565bb7daff8469fbdd4a3,0.12170699179538429
11f1ffb065a96bd210cfc755bfddfbff,0.29761748680569816
1207e6d84c6785af3022c1523af76ac0,0.1634492264336595
1230f8a4d34bf55cabebcfa4107a587f,0.07412631676090572
12362c05404834dc4c6c1cb1cb4c2cd0,0.33484068898956154
123cc9e6e6034c8f42430a27fedb4d5c,0.2285326443151048
128e431eb623724242a4678a341ee302,0.2830810306081429
13189a768f328bf7e036c764fe9e54b6,0.09051913635499846
137b88ab97a3fa80ebb42bfd306a8965,0.22368761282317667
138a2aff06b5ab333a900e33a7a1f10b,0.33565166397127255
1460dcbded1a7662ae3dfc75303b61c2,0.38653140606935027
146a361db097b387400fcfb81b61ab64,0.07477257562500321
147741a0811c674e0fb00808d52b2695,0.6277526674700344
14b92a7ee75652db14eaba2c7a40a369,0.024407977443440067
14c6a248c4b72c2621fb7809d73094e4,0.3496798439703876
1561e4d7adf51abaaa7100d91b91fced,0.3144179137931494
1566036a98f21f80c822bd19423a869a,0.23515572618289793
157e2f0667575192b526fa8feca3a779,0.10382031411315899
159f787755ab1b81316770c2c32919ad,0.28634716960442125
1643bc583f09e71bf8237a0cbadf7039,0.5119644627667731
16574417ec891339c88a983bbddfdec0,0.3294811441242557
16bedb0b451744a9e6c465afaf9ab943,0.2559058068435011
16d5f5a5bbb104c224577a4d75689f06,0.41625240135903985
16d8766aaff61ee9e7ac9f386db8e0fc,0.07211937736660841
175fc778b2dc434b73beb4bf3651d092,0.2179636202736095
177377c1f9da61c18e2979dba631d8f9,0.9421288027253548
17863265e795a5ccf1e4ce9d861159db,0.9928256016325908
1799ca9b2f5f2b03d1e9cf059b2b1219,0.28121630733290764
17b4358c1ed345d881649d350e0dabc7,0.5036899151591523
17bd8e0911569eb27ab1fe592b5918be,0.2870838069091684
1844a5a6507015f4fc3078f21dee0dbe,0.5215775582994627
1856e422d692d04c44f3c2d9ea762a4b,0.14095129078429275
187bb017d01a9a125d58da76ec1d24b0,0.48533944736040097
187f1e3180a43c0806cae12ef28a2def,0.05610610556108279
18c89d23036cc2241467e6aa801d4532,0.08171073155748927
18cb4fb294aed3e2f70b3c05b34a1630,0.17267909448569932
1938b7cb85bfd2c01f953294576d1e33,0.9397466313847523
19aa61630f46c329d58a94d7ec811220,0.405666077590892
